Allow to Display Google Plus Icon in Profile Page,السماح بعرض رمز غوغل بلوس في صفحة الملف الشخصي,,
Youtube ID,معرف يوتوب,,
Allow to Display Youtube Icon in Profile Page,السماح لعرض يوتيوب أيقونة في صفحة الملف الشخصي,,
Vimeo ID,معرف فيميو,,
Allow to Display Vimeo Icon in Profile Page,السماح لعرض أيقونة فيميو في صفحة الملف الشخصي,,
Pinterest ID,بينتيريست إد,,
Allow to Display Pinterest Icon in Profile Page,السماح لعرض بينتيريست أيقونة في صفحة الملف الشخصي,,
Moleskine ID,معرف مولزكين,,
Allow to Display Moleskine Icon in Profile Page,السماح لعرض رمز مولزكين في صفحة الملف الشخصي,,
Enter Mobile Number with country code ex: (123) 456-7890,أدخل رقم الجوال مع رمز البلد السابق: (123) 456-7890,,
Theme : Background Color,موضوع: لون الخلفية,,
Upload 700px X 100px for better look,تحميل 700 بكسل x 100 بكسل لإلقاء نظرة أفضل,,
no image,لا توجد صورة,,
"Enter Meta Keywords Comma(',') Separated..",إنتر ميتا الكلمات المفتاحية ('،') مفصولة ..,,
Edit Your Shop Url,تحرير عنوان ورل للمتجر,,
Set Your New Shop Url,تعيين عنوان ورل الجديد الخاص بك,,
Save Url,حفظ عنوان ورل,,
Profile Page Target Url Path,مسار عنوان ورل لصفحة الملف الشخصي المستهدف,,
Profile Page Request Url Path,ملف عنوان ورل لطلب صفحة الملف الشخصي,,
Collection Page Target Url Path,مسار عنوان ورل المستهدف لصفحة المجموعة,,
Collection Page Request Url Path,مسار عنوان ورل لطلب صفحة التجميع,,
Review Page Target Url Path,مسار عنوان ورل للصفحة المستهدفة لاستعراض الصفحة,,
Review Page Request Url Path,مراجعة مسار عنوان ورل لطلب الصفحة,,
Location Page Target Url Path,مسار عنوان ورل المستهدف لصفحة الموقع الجغرافي,,
Location Page Request Url Path,مسار عنوان ورل لطلب صفحة الموقع,,
Edit Payment Information,تعديل معلومات الدفع,,
 Are you sure you want to delete this banner ? , هل تريد بالتأكيد حذف هذا البانر؟,,
 Are you sure you want to delete this Logo ? , هل تريد بالتأكيد حذف هذا الشعار؟,,
Edit Simple Product,تحرير المنتج البسيط,,
Edit Virtual Product,تحرير المنتج الظاهري,,
Canceled,ألغيت,,
View Invoice Details,عرض تفاصيل الفاتورة,,
Send Email To Customer,إرسال بريد إلكتروني إلى العميل,,
Invoice Slip,فاتورة زلة,,
Print Invoice,فاتورة طباعة,,
Invoice Information,معلومات الفاتورة,,
Invoice #%s - %s | %s,الفاتورة #٪ s -٪ s | ٪ الصورة,,
Items Invoiced,العناصر التي تم إرسال فواتير بها,,
Admin Commission,لجنة الإدارة,,
Vendor Total,المورد الإجمالي,,
Total Price,السعر الكلي,,
COD Charges,رسوم كود,,
Total COD Charges,مجموع رسوم كود,,
Total Ordered Amount,إجمالي المبلغ المطلوب,,
Total Vendor Amount,إجمالي قيمة المورد,,
Total Admin Commission,إجمالي لجنة المشرفين,,
View Order Details,معاينة تفاصيل الطلب,,
Cancel Order,الغاء الطلب,,
Create Invoice to confirm collected amount from buyer for this order,إنشاء فاتورة لتأكيد المبلغ الذي تم تحصيله من المشتري لهذا الطلب,,
Invoice,فاتورة,,
Pay Admin for his commission for this order,دفع المسؤول عن عموله لهذا النظام,,
If you pay admin commission then you can not do refund for buyer in future. Are you sure you want to pay admin for his commission?,إذا كنت تدفع عمولة المشرف ثم لا يمكنك القيام برد للمشتري في المستقبل. هل أنت متأكد من أنك تريد أن تدفع المسؤول عن عموله؟,,
Pay Admin Commission,دفع لجنة الادارية,,
Create Credit Memo,إنشاء مذكرة الائتمان,,
Create Shippment for Order,إنشاء شيبمنت للنظام,,
Are you sure you want to create shipment?,هل أنت متأكد من أنك تريد إنشاء شحنة؟,,
About This Order:,حول هذا الأمر:,,
Order Date: %s,تاريخ الطلب:٪ s,,
Buyer Information,معلومات المشتري,,
Carrier,الناقل,,
Tracking Number,أرقام التتبع,,
View Seller's Shop,عرض متجر البائع,,
%s Total Products,٪ s إجمالي المنتجات,,
View Seller's Collection,عرض مجموعة البائع,,
View All,عرض الكل,,
My Dashboard,لوحة التحكم,,
Your Income,دخلك,,
 Today , اليوم,,
 Week , أسبوع,,
 Month , شهر,,
 Total Payout , إجمالي العائد,,
 Remaining Amount , الكمية المتبقية,,
Latest Order,أحدث ترتيب,,
Order Id,رقم التعريف الخاص بالطلب,,
Date,تاريخ,,
Search by Order Id,البحث حسب معرف الطلب,,
From: ,من عند:,,
To: ,إلى:,,
No Order Available,لا يوجد أمر متاح,,
Customer: ,العملاء:,,
Date: ,تاريخ:,,
Order Total- ,الطلب الكلي-,,
Latest Comments & Reviews,أحدث التعليقات و الآراء,,
No comment & review available,لا تعليق والمراجعة المتاحة,,
Your Query,طلبك,,
Reset,إعادة تعيين,,
Ask,يطلب,,
Mail Send ,  إرسال البريد,,
Search by product name,البحث حسب اسم المنتج,,
Delete Products,حذف المنتجات,,
Are you sure you want to edit this product ? ,  هل تريد بالتأكيد تعديل هذا المنتج؟,,
No Checkbox is checked ,  لم يتم تحديد مربع اختيار,,
Are you sure you want to delete these product ? ,  هل تريد بالتأكيد حذف هذا المنتج؟,,
Marketplace,السوق,,
Seller Profile,البائع الملف الشخصي,,
Create Attribute,إنشاء سمة,,
New Products,منتجات جديدة,,
My Products List,قائمة المنتجات الخاصة بي,,
My Dashboard,لوحة التحكم,,
My Transaction List,قائمة المعاملات الخاصة بي,,
My Order History,تاريخ طلبي,,
Become Partner,كن شريكا,,
Manage Configurable Product's Attribute,إدارة سمة المنتج شكلي,,
Save Attributes,حفظ السمات,,
Create Attribute for Configurable Products,إنشاء سمة للمنتجات شكلي,,
Attribute Set,تعيين السمة,,
Attribute Group,مجموعة السمات,,
Attribute Code,رمز السمة,,
Attribute Label,تسمية السمة,,
Catalog Input Type,نوع إدخال الكتالوج,,
Multiple Select,تحديد متعددة,,
Dropdown,اسقاط,,
Values Required,القيم المطلوبة,,
Admin,مشرف,,
Default Store View,عرض المتجر الافتراضي,,
Position,موضع,,
Is Default,الافتراضي,,
Add Option,إضافة خيار,,
Select Configurable Attribute,حدد سمة شكلي,,
Create Configurable Product,إنشاء المنتج شكلي,,
Configurable Attribute,سمة شكلي,,
Add New Configurable Product,إضافة منتج شكلي جديد,,
Add Configurable Product,إضافة المنتج شكلي,,
New Credit Memo for Order #%s,مذكرة الائتمان الجديدة للطلب #٪ s,,
Order #%s - %s,الطلب #٪ s -٪ s,,
Order Grand Total,ترتيب الكبرى المجموع,,
Shipping Refund,الشحن برد,,
Shipping Amount,كمية الشحن,,
Refund Amount,المبلغ المسترد,,
Paid Amount,المبلغ المدفوع,,
Refund Total,رد المبلغ الإجمالي,,
Refund Shipping,استرداد الشحن,,
Adjustment Refund,تعديل رد,,
Adjustment Fee,رسوم التعديل,,
Refund Offline,رد الأموال بلا اتصال,,
Warning,تحذير,,
Please Complete,من فضلك أكمل,,
Add New Product,إضافة منتج جديد,,
Continue,استمر,,
Product Type,نوع المنتج,,
Recently Added Products,المنتجات المضافة حديثا,,
Top of Page,أعلى الصفحة,,
Shipping Policies,سياسات الشحن,,
Top of Page,أعلى الصفحة,,
About %s,حوالي٪ s,,
On the Social Web,على الشبكة الاجتماعية,,
Check in Instagram,تحقق في إينستاجرام,,
Check in Pinterest,تحقق في بينتيريست,,
Check in Facebook,تحقق في الفيسبوك,,
Check in Twitter,تحقق في تويتر,,
Check in Google+,تحقق في + غوغل,,
Check in Vimeo,تحقق في فيميو,,
Check in Youtube,تحقق في يوتيوب,,
Check in Moleskine,تحقق في مولزكين,,
Contact Us,اتصل بنا,,
Contact Seller,تواصل مع البائع,,
Your Name,اسمك,,
Your Email,بريدك الالكتروني,,
Return Policy,سياسة العائدات,,
Shipping Policy,سياسة الشحن,,
Seller's Collection,مجموعة البائع,,
View Location on Map,عرض الموقع على الخريطة,,
 Wrong verification number. , رقم التحقق غير صحيح.,,
 Mail Send , إرسال البريد,,
%s 's Rating,تقييم٪ s,,
Average Rating,متوسط ​​تقييم,,
Review,إعادة النظر,,
Make a Review,إجراء مراجعة,,
By %s,بنسبة٪ s,,
on,على,,
Recent Feedbacks,أحدث التعليقات,,
Give Feedback,إعطاء ردود الفعل,,
Write Your Own Feedback,كتابة ملاحظاتك الخاصة,,
How do you rate this Store?,كيف تقيم هذا المتجر؟,,
star,نجمة,,
stars,النجوم,,
Summary of Your Review,ملخص المراجعة,,
You need to purchase item(s) first to make a review.,تحتاج إلى شراء البند (ق) أولا لإجراء استعراض.,,
Login To Give Feedback,تسجيل الدخول لتقديم ملاحظات,,
Comments & Reviews,التعليقات والتعليقات,,
No comment & review available,لا تعليق والمراجعة المتاحة,,
Browse BY,التصفح عن طريق,,
SELLER'S CATEGORY,فئة البائع,,
Search sellers by shop name from here,البحث عن البائعين عن طريق اسم المحل من هنا,,
No Shop Available,لا يوجد متجر متاح,,
View Shipment Details,عرض تفاصيل الشحن,,
Send Email To Customer,إرسال بريد إلكتروني إلى العميل,,
Send Tracking Information,إرسال معلومات التتبع,,
Shipment Slip,شحنة زلة,,
Print Shipment,طباعة شحنة,,
Shipment Information,معلومات الشحنة,,
Shipment #%s | %s,شحنة #٪ s | ٪ الصورة,,
Shipping and Tracking Information,الشحن وتتبع المعلومات,,
Items Shipped,البنود شحنها,,
Add Simple Product,إضافة منتج بسيط,,
Transaction List,قائمة المعاملات,,
Remaining Transactions:,المعاملات المتبقية:,,
Search by Transaction Id,البحث حسب معرف المعاملة,,
Download .CSV,تحميل .CSV,,
No Record Available,لا يوجد سجل متاح,,
Transaction Information,معلومات عملية,,
Commission,عمولة,,
Add New Virtual Product,إضافة منتج ظاهري جديد,,
Add Virtual Product,إضافة المنتج الظاهري,,
Sold By,تم بيعها من قبل,,
Visit Shop,زيارة متجر,,
Positive Feedback,ردود الفعل الإيجابية,,
%s ratings,٪ s من التقييمات,,
Options,خيارات,,
Move Product Tax to Seller Account,نقل ضريبة المنتج إلى حساب البائع,,
Allow Seller to Manage Orders,السماح للبائع بإدارة الطلبات,,
Attribute Set ID,معرف تعيين السمة,,
Seller Approval Required,يلزم موافقة البائع,,
Product Approval Required,يلزم الموافقة على المنتج,,
Product Update Approval Required,يلزم الموافقة على تحديث المنتج,,
Set Captcha Enable,تعيين كابتشا تمكين,,
Allowed Categories for seller to add products,الفئات المسموح بها للبائع لإضافة منتجات,,
"e.g Please enter category ids by comma(,) separated",على سبيل المثال، يرجى إدخال معرفات الفئات بفواصل (،) مفصولة,,
Admin Email-id,أدمين إمايل-إد,,
Allowed Product Image Type,نوع صورة المنتج المسموح به,,
"Enter file type separated by comma(,) like jpeg,png,gif,jpg ( For Seller's Products images)",أدخل نوع الملف مفصولة بفاصلة (،) مثل جبيغ، ينغ، جيف، جبغ (فور سيلر's برودوكتس إيماجيس),,
Allowed Sample File Type,نوع ملف العينة المسموح به,,
"Enter file type separated by comma(,) like jpeg,png,gif,pdf ( For Downloadable Products )",أدخل نوع الملف مفصولا بفاصلة (،) مثل جبيغ، ينغ، جيف، بدف (للمنتجات القابلة للتنزيل),,
Allowed Link File Type,نوع ملف الارتباط المسموح به,,
"Enter file type separated by comma(,) like zip,rar,pdf,doc ( For Downloadable Products )",أدخل نوع الملف مفصولا بفاصلة (،) مثل زيب، رار، بدف، دوك (للمنتجات القابلة للتنزيل),,
Product Type For Seller,نوع المنتج للبائع,,
Landing Page Settings,إعدادات الصفحة المقصودة,,
Marketplace Landing Page Head Title,عنوان عنوان الصفحة المقصودة في السوق,,
e.g Turn Your Passion Into a Business,على سبيل المثال تحويل شغفك إلى نشاط تجاري,,
Display Banner,عرض بانر,,
Banner Image,صورة بانر,,
Banner Content,محتوى البانر,,
This content will be display over the banner image in the marketplace landing page url-www.yourwebsite.com/marketplace,"سيتم عرض هذا المحتوى على صورة البانر في الصفحة المقصودة في السوق url-www.yourwebsite.com/marketplace """,,
Marketplace Landing Page Label1,ماركبلاس لاندينغ بادج Label1,,
e.g Turn Your Passion Into a Business (will be display above all feature's icons),على سبيل المثال تحويل العاطفة الخاصة بك في الأعمال التجارية (سوف يكون العرض فوق كل الرموز ميزة),,
Marketplace Landing Page Label2,ماركبلاس لاندينغ بادج Label2,,
e.g Sellers with Taste (will be display above top 4 seller's block),على سبيل المثال البائعين مع طعم (سيتم عرض أعلى أعلى 4 كتلة البائع),,
Marketplace Landing Page Label3,ماركبلاس لاندينغ بادج لابيل 3,,
"e.g More than 500 shop owners have joined us last month (will be display above ""View All Sellers"" button)","على سبيل المثال، انضم إلينا أكثر من 500 من أصحاب المتاجر في الشهر الماضي (سيتم عرضهم أعلى زر ""عرض جميع البائعين"")",,
Marketplace Landing Page Label4,تصنيف الصفحة المقصودة في ماركتبليس 4,,
e.g Why to sell with us (will be display above marketplace content),على سبيل المثال سبب البيع معنا (سيتم عرضه فوق محتوى السوق),,
Marketplace Landing Page Button Label,ماركبلاس لاندينغ بادج بوتون لابيل,,
Display Icons,أيقونات العرض,,
Feature:1 Icon,ميزة: 1 أيقونة,,
Feature:1 Icon Label,ميزة: 1 أيقونة التسمية,,
e.g Register Yourself,على سبيل المثال سجل نفسك,,
Feature:2 Icon,ميزة: 2 أيقونة,,
Feature:2 Icon Label,ميزة: 2 أيقونة التسمية,,
e.g Add Products,على سبيل المثال، إضافة منتجات,,
Feature:3 Icon,ميزة: 3 أيقونة,,
Feature:3 Icon Label,ميزة: 3 أيقونة التسمية,,
e.g Start Selling,على سبيل المثال بدء البيع,,
Feature:4 Icon,ميزة: 4 أيقونة,,
Feature:4 Icon Label,ميزة: 4 أيقونة التسمية,,
e.g Generate Revenues,على سبيل المثال توليد الإيرادات,,
About Marketplace,حول ماركتبليس,,
e.g webkul,على سبيل المثال ويبكول,,
Marketplace Seller List Page Top Label,قائمة البائع ماركتبليس بادج توب لابيل,,
Marketplace Seller List Page Bottom Label,ماركتبليس قائمة البائع بادج بوتوم لابيل,,
Marketplace Products Hints,تلميحات منتجات السوق,,
Enable Product Hints,تمكين تلميحات المنتج,,
Product Category,فئة المنتج,,
Product Name,اسم المنتج,,
Product Description,وصف المنتج,,
Product Short Description,المنتج وصف قصير,,
Product Sku,سكو المنتج,,
Product Price,سعر المنتج,,
Product Special Price,المنتج سعر خاص,,
Product Special Price Start Date,تاريخ بدء سعر المنتج الخاص,,
Product Special Price End Date,تاريخ انتهاء سعر المنتج الخاص,,
Product Quantity,كمية المنتج,,
Product Stock Availability,المنتج توافر المخزون,,
Product Tax Types,أنواع الضرائب على المنتجات,,
Product Weight,وزن المنتج,,
Product Image,صورة المنتج,,
Product Enable,تمكين المنتج,,
Seller Profile Page Settings,إعدادات صفحة ملف البائع,,
Enable Color Picker,تمكين منتقي الألوان,,
Allow sellers to change their profile page background color,السماح للبائعين بتغيير لون خلفية صفحة الملف الشخصي,,
Seller Policies Enable at frontend,سياسات البائع تمكين في الواجهة الأمامية,,
Rewrite Seller's Shop URL,إعادة كتابة عنوان ورل لمتجر البائع,,
Allow Sellers To Manage their Shop URL,السماح للبائعين لإدارة ورل متجرهم,,
Marketplace Profile Hints,السوق تلميحات الملف,,
Enable Profile Hints,تمكين تلميحات الملف الشخصي,,
Profile Twitter id,ملف تعريف تويتر,,
Profile Facebook id,الملف الشخصي فاسيبوك إد,,
Profile Contact Number,رقم اتصال الملف الشخصي,,
Profile Background Color,لون خلفية الملف الشخصي,,
Profile Shop Name,الملف الشخصي للملف,,
Profile Shop Banner Image,الملف الشخصي للتسوق بانر صورة,,
Profile Company Logo,الملف الشخصي شعار الشركة,,
Profile Company Locality,الملف الشخصي شركة محلية,,
Profile Company Description,الملف الشخصي وصف الشركة,,
Return Policy,سياسة العائدات,,
Shipping Policy,سياسة الشحن,,
Profile Country,الملف الشخصي البلد,,
Profile Meta Keywords,الملف الشخصي ميتا الكلمات الرئيسية,,
Profile Meta Description,وصف ميتا الوصف,,
Profile Payment Information,الملف الشخصي معلومات الدفع,,
Marketplace Seller Review Settings,إعدادات مراجعة البائع في السوق,,
Make a Review on only Order Purchase,إجراء مراجعة على الشراء فقط,,
Partner Request,طلب الشريك,,
Partner Approved,تم اعتماد الشريك,,
Partner Disapprove,رفض الشريك,,
Partner Deny,رفض الشريك,,
Product Deny,رفض المنتج,,
Product has been Created Successfully,تم إنشاء المنتج بنجاح,,
Are you sure you want to delete this sample link,هل تريد بالتأكيد حذف نموذج الرابط هذا,,
Not Mentioned Yet,لم يذكر بعد,Not Mentioned Yet,Not Mentioned Yet
Enter Mobile Number with country code ex: (123) 456-7890,أدخل رقم الجوال مع رمز البلد السابق: (123) 456-7890,,
Commission Details,تفاصيل اللجنة,,
Set Commission In Percentage For This Particular Seller,تعيين اللجنة في النسبة المئوية لهذا البائع خاصة,,
Total Sale,إجمالي البيع,,
Total Seller Sale,إجمالي بيع البائع,,
Total Admin Sale,إجمالي مبيعات المشرف,,
Current Commission %,اللجنة الحالية٪,,
Assign Product To Seller,تعيين المنتج إلى البائع,,
Enter Product ID,أدخل معرف المنتج,,
Assigned Product Ids,معرفات المنتجات المخصصة,,
Unassign Product To Seller,إلغاء تعيين المنتج على البائع,,
Unapprove Seller,عدم الموافقة على البائع,,
Unapproved,غير موافق عليها,,
Unassigned,غير المعينة,,
Seller Status,حالة البائع,,
View product,عرض المنتج,,
Click to Approve,انقر للموافقة,,
You sure?,أنت متأكد؟,,
View Transaction,عرض المعاملة,,
Invoices,الفواتير,,
Shipments,شحنات,,
Refunds,المستردة,,
The product is already assign to other seller.,المنتج هو بالفعل تعيين للبائع الآخر.,,
Product with id %s doesn't exist.,المنتج مع معرف٪ s غير موجود.,,
Total of %d Feedback(s) were successfully approved,تمت الموافقة على إجمالي٪ d من التعليقات,,
'Total of %d Feedback(s) were successfully unapproved,"لم يتم الموافقة على إجمالي٪ d من التعليقات
",,
Total of %d Feedback(s) were successfully deleted,تم حذف إجمالي٪ d من التعليقات,,
Manage Seller's Products,إدارة منتجات البائع,,
$message,$ رسالة,,
Manage Attribute,إدارة السمة,,
Your Product Has Been Successfully Updated,تم تحديث منتجك بنجاح,,
Your Product Has Been Successfully Deleted From Your Account,تم حذف المنتج بنجاح من حسابك,,
Creditmemo,ملاحظة ائتمانية,,
The creditmemo no longer exists.,لم يعد كريديتممو موجود.,,
The order no longer exists.,لم يعد الطلب موجودا.,,
You are not authorize to view this creditmemo.,أنت غير مخول لعرض هذا الائتمان.,,
#%s Order Creditmemo,#٪ s طلب كريديتمو,,
The invoice no longer exists.,لم تعد الفاتورة موجودة.,,
'You are not authorize to view this invoice.,'You are not authorize to view this invoice.,,
The shipment no longer exists.,لم تعد الشحنة موجودة.,,
You are not authorize to view this shipment.,أنت لا تأذن لعرض هذه الشحنة.,,
#%s Order Shipment,#٪ s طلب الشحن,,
Print #%s Order,طباعة #٪ s الطلب,,
#%s Order,#٪ s الطلب,,
Your Review was successfully saved,تم حفظ المراجعة بنجاح,,
Notification mail for seller for placed order and invoiced items,إعلام البريد للبائع لوضع النظام والفواتير البنود,,
e.g Open a Marketplace Shop - this will also display over banner,على سبيل المثال فتح متجر ماركتبليس - سيتم عرض هذا أيضا على البانر,,
Please enter shop URL,الرجاء إدخال عنوان ورل للمتجر,,
unavailable,غير متوفره,,
available,متاح,,
January,كانون الثاني,,
February,شهر فبراير,,
March,مارس,,
April,أبريل,,
May,قد,,
June,يونيو,,
July,يوليو,,
August,أغسطس,,
September,سبتمبر,,
October,شهر اكتوبر,,
November,شهر نوفمبر,,
December,ديسمبر,,
Shipping Cost,تكلفة الشحن,,
"Sorry, but you can only add maximum %1 quantity of %2 in this cart.",عذرا، ولكن يمكنك إضافة الحد الأقصى٪ 1 من الكمية٪ 2 فقط في هذه السلة.,,
Allowed Product Qty on Product Purchase for Customer,الكمية المسموح بها للمنتج عند شراء المنتج للعميل,,
By default %1 qty will be allowed for customer to add in cart.,افتراضيا٪ 1 سيتم السماح الكمية للعملاء لإضافة في عربة.,,
Marketplace,السوق,,
General Settings,الاعدادات العامة,,
Global Commission Rate,سعر العمولة العالمية,,
Seller Product's Settings,إعدادات المنتج البائع,,
Allow seller to add products with sku type,السماح البائع لإضافة المنتجات مع نوع سكو,,
Product Sku Prefix,برودوكت سكو المنتج,,
"e.g if sku prefix = ""xyz"" then your product sku will be as xyz-productsku","على سبيل المثال إذا سكو بادئة = ""شيز"" ثم سكو المنتج الخاص بك وسوف تكون كما شيز-برودوكتسكو",,
Allow Seller to Add Related Products,السماح للبائع بإضافة المنتجات ذات الصلة,,
Allow Seller to Add Up-Sell Products,السماح للبائع بإضافة منتجات ما بعد البيع,,
Allow Seller to Add Cross-Sell Products,السماح للبائع بإضافة منتجات البيع المتقاطع,,
Allow Seller to Add Limit on Product Purchase for Customer,السماح للبائع بإضافة حد على شراء المنتج للعميل,,
Allowed Product Qty on Product Purchase for Customer,الكمية المسموح بها للمنتج عند شراء المنتج للعميل,,
e.g if set 5 then customer will allowed to add maximum 3 qty of the products in cart.,على سبيل المثال إذا تم تعيين 5 ثم العميل سوف يسمح لإضافة الحد الأقصى 3 الكمية من المنتجات في عربة.,,
Seller Order's Settings,إعدادات الطلب البائع,,
Order Approval Required,طلب الموافقة المطلوبة,,
Inventory Settings,إعدادات المخزون,,
Enable Low Notification,تمكين إعلام منخفض,,
Allow to send low stock notification mail to sellers,السماح لإرسال البريد المنخفض إشعار المخزون للبائعين,,
Low Stock Quantity,انخفاض كمية المخزون,,
Allow to send low stock notification mail to sellers when product quantity will be equal or less then this quantity,اسمحوا بإرسال منخفضة إشعار إخطار الأسهم للبائعين عندما كمية المنتج سوف تكون مساوية أو أقل ثم هذه الكمية,,
Display Seller Profile,عرض الملف الشخصي للبائع,,
Allow to automatic create seller public url on seller registration,السماح التلقائي إنشاء بائع ورل العام على تسجيل البائع,,
"Automatic create seller public url as profile url - yourwebsite.com/seller-shop-url, collection url - yourwebsite.com/seller-shop-url/collection, location url - yourwebsite.com/seller-shop-url/location, feedback url - yourwebsite.com/seller-shop-url/feedback on seller registration",عنوان ورل لعميل إنشاء تلقائي كعنوان ورل للملف الشخصي - yourwebsite.com/seller-shop-url، عنوان ورل للمجموعة - yourwebsite.com/seller-shop-url/collection، عنوان ورل للموقع - yourwebsite.com/seller-shop-url/location، وردود الفعل ورل - yourwebsite.com/seller-shop-url/feedback على تسجيل البائع,,
Allow only authorize buyers to review for seller,السماح فقط للمشترين بالمراجعة لمراجعة البائع,,
Marketplace Landing Page Layout,تخطيط الصفحة المقصودة في ماركتبليس,,
Marketplace Landing Page Layout2 Button Label,ماركتبليس لاندينغ بادج layout2 زر التسمية,,
Terms and Conditions URL,عنوان ورل للأحكام والشروط,,
"e.g Terms and Conditions link(cms page link) where customer will see all the terms of becoming seller, url will be look like -www.yourwebsite.com/terms-conditions",على سبيل المثال، البنود والشروط (رابط صفحة كمس) حيث سيشاهد العميل جميع بنود أن يصبح البائع، سيبدو عنوان ورل مثل -www.yourwebsite.com/terms-conditions,,
Marketplace Landing Page Layout3 Button Label,ماركتبليس لاندينغ بادج layout3 زر التسمية,,
Feature:5 Icon,ميزة: 5 رمز,,
Feature:5 Icon Label,ميزة: 5 رمز التسمية,,
Display Seller registration block on customer registration page,عرض كتلة تسجيل البائع على صفحة تسجيل العملاء,,
Cross-Sell Products,البيع عبر المنتجات,,
"These ""impulse-buy"" products appear next to the shopping cart as cross-sells to the items already in the shopping cart.","تظهر هذه المنتجات ""شراء دفعة"" بجانب عربة التسوق كما عبر بيع إلى العناصر الموجودة بالفعل في عربة التسوق.",,
Related Products,منتجات ذات صله,,
Related products are shown to customers in addition to the item the customer is looking at.,وتظهر المنتجات ذات الصلة للعملاء بالإضافة إلى البند الذي يبحث العميل في.,,
Up-Sell Products,ما يصل بيع المنتجات,,
An up-sell item is offered to the customer as a pricier or higher-quality alternative to the product the customer is looking at.,يتم تقديم ما يصل-- بيع البند للعميل كبديل أو أعلى-- جودة البديل للمنتج الذي يبحث في العملاء.,,
Marketplace Dashboard,لوحة تحكم ماركتبليس,,
Manage Print PDF Header Info,إدارة معلومات رأس الطباعة بدف,,
Buyer Dashboard,لوحة تحكم المشتري
Transaction,عملية تجارية
Order,طلب
Product,المنتج
Customer,زبون
Total Payout,مجموع المدفوعات
Activities,أنشطة
This month customer count,عدد العملاء هذا الشهر
Last month customer count,عدد العملاء في الشهر الماضي
Activities,أنشطة
Top Selling Category,فئة البيع الأعلى
Price Rating,تقييم السعر
Value Rating,تقييم القيمة
Quality Rating,تقييم الجودة
View All Orders,عرض جميع الطلبات
Closed,مغلق
Complete,اكتمال
Pending,قيد الانتظار
Process,معالجة
Marketplace Dashboard,لوحة تحكم السوق
Seller Profile,ملف البائع
Create Attribute,خلق السمة
New Products,منتجات جديدة
My Products List,قائمة منتجاتي
My Transaction List,قائمة المعاملات الخاصة بي
Manage Print PDF Header Info,إدارة معلومات رأس الطباعة PDF
My Order History,سجل طلبي
Invoice and Packing Slip Address/VAT/Tax Information,فاتورة وتعبئة عنوان زلة / ضريبة القيمة المضافة / معلومات ضريبية
Save Information,حفظ المعلومات
Profile Settings,إعدادات الملف الشخصي
Manage Your Shop Url,قم بإدارة متجر التسوق الخاص بك
Marketplace Edit Seller Profile,السوق تحرير ملف تعريف البائع
Logout,الخروج
You are subscribed to "General Subscription".,أنت مشترك في الاشتراك العام
Don't have account? Click here to register,لا تملك حساب؟ اضغط هنا للتسجيل
Latest Orders,أحدث الطلبات
Base Total,قاعدة المجموع
Purchased Total,شراء المجموع
closed,مغلق
pending,قيد الانتظار
complete,اكتمال
Columns,أعمدة
Marketplace Add New Product,السوق أضف منتج جديد
Marketplace Product List,قائمة منتجات السوق
Qty Sold,الكمية المباعة
Qty Confirmed,الكمية المؤكدة
Qty Pending,الكمية معلقة
My Customer History,بلدي تاريخ العملاء
Statement,بيان
Total Seller earning,مجموع أرباح البائع
base currency,العملة الأساسية
Withdrawal,انسحاب
Remaining Payout,دفع المتبقية
Make a Withdrawal,جعل الانسحاب
Order(s),طلب
Product(s),المنتج
Customer(s),زبون
Top Selling Products,أعلى بيع المنتجات
Sales By Locations,المبيعات حسب المواقع
Sales Stats,إحصائيات المبيعات
Order Total (Base),المجموع الكلي (أساسي)
Order Total (Purchased),إجمالي الطلبية (تم الشراء)
Tax/VAT Number,الضرائب / رقم ضريبة القيمة المضافة
Product Status,حالة المنتج
Earned Amount,المبلغ المكتسب
Download All Invoice Slip,تحميل كل فاتورة زلة
Download All Shipping Slip,تحميل جميع الشحن الانزلاق
Vendor Login,تسجيل الدخول
Contact,اتصل
About,حول
Rating,تقييم
View All Reviews,عرض جميع الاستعراضات
Average Value Rating,متوسط ​​تقييم القيمة
Menu,قائمة طعام
Products list,قائمة منتجات
Configurable,شكلي
Attribute,ميزة	
filters,فلتر
Apply,تطبق
Portable document file,ملف وثيقة محمولة
created on,تاريخ
Sales,مبيعات
Pricing,التسعير
Please enter desired result,يرجى إدخال النتيجة المرجوة
Average Rating (%1),متوسط التقييم
positive feedback,ردود الفعل الإيجابية
Average Price Rating (%1),متوسط تقييم السعر
Write your Review,اكتب مراجعتك
View All %1 Products,عرض الكل المنتجات
View Detail,عرض التفاصيل
By %1,بواسطة
Average Value Rating (%1),متوسط تقييم القيمة
Average Quality Rating (%1),متوسط تقييم الجودة
Vendor Dashboard,لوحة معلومات البائع
Do You Want To Become A Seller / Vendor?,هل تريد أن تصبح بائع / بائع؟
Profile information was successfully saved,تم حفظ معلومات الملف الشخصي بنجاح
